company_name,company_industry,employee_count_range,city,platform
Magic Cabinet,Non-profit Organizations,1-10,San Francisco,bamboohr
Berry World,Professional Services,,Omaha,bamboohr
Ronmor,Financial Services,1-10,Westchester,bamboohr
THE rAVe Agency,Public Relations and Communications Services,11-50,Chapel Hill,bamboohr
Alyeska Builders,Construction,11-50,North Pole,bamboohr
Compleat Restorations,Facilities Services,51-200,Ephrata,bamboohr
Minnesota Brain Injury Alliance,Individual and Family Services,51-200,Roseville,bamboohr
Verogy,Services for Renewable Energy,11-50,West Hartford,bamboohr
Wings of Hope Family Crisis Services,,11-50,Stillwater,bamboohr
"Alkira, Inc.",Software Development,51-200,San Jose,bamboohr
Sales Engine,Advertising Services,1-10,Wilmington,bamboohr
LPD Engineering,Civil Engineering,11-50,Seattle,bamboohr
Choggiung,,1-10,Dillingham,bamboohr
Exclusive Cleaning Services LLC,Construction,1-10,Winter Park,bamboohr
OneMarketData,IT Services and IT Consulting,201-500,Hoboken,bamboohr
"Interior Alaska Roofing, Inc.",Construction,1-10,Fairbanks,bamboohr
Splitit,Financial Services,51-200,Atlanta,bamboohr
The Sound,Market Research,51-200,Chicago,bamboohr
Br8kthru,Advertising Services,11-50,Minneapolis,bamboohr
SC Steel,Machinery Manufacturing,51-200,Taylors,bamboohr
"GridX, Inc.",Software Development,51-200,Milpitas,bamboohr
ASPPB,Non-profit Organizations,11-50,Tyrone,bamboohr
Insticator,Internet Publishing,51-200,New York,bamboohr
ZLINE Kitchen and Bath,Manufacturing,51-200,Reno,bamboohr
Investorlift,Real Estate,11-50,Los Angeles,bamboohr
"KMicro Tech, Inc.",IT Services and IT Consulting,51-200,Costa Mesa,bamboohr
PTAC Engineering,Engineering Services,,Pensacola,bamboohr
Markley,IT Services and IT Consulting,,Boston,bamboohr
Bijou Theatre,Entertainment Providers,,Lincoln City,bamboohr
Phase 3 Marketing and Communications,Advertising Services,,Atlanta,bamboohr
Integrated Builders Group,Construction,11-50,El Dorado Hills,bamboohr
Weather Stream 🛰️,Climate Data and Analytics,,Boulder,bamboohr
PAL: Play Advocate Live,Fundraising,1-10,Spartanburg,bamboohr
Respondology,Advertising Services,51-200,Boulder,bamboohr
"Lightstream.io - Cloud, Security, & Connectivity Solutions",IT Services and IT Consulting,51-200,Salt Lake City,bamboohr
PTAC Companies,Business Consulting and Services,,Pensacola,bamboohr
